text	label
Here is a sneak peek of my new demo. #enjoy #Kingsman #49ers #Uber #MahiraKhan #dotard #crystalmaze  https://t.co/xV74Or5Obw 	1
  JUST FYI MARK STRONG SINGING COUNTRY ROADS IS INCLUDED ON THE KINGSMAN: THE GOLDEN CIRCLE SOUNDTRACK   	0
Frying day  	1
nan	0
Kingsman: The Golden Circle https://t.co/PlXE2s7GYl 	0
I saw #Kingsman last night. I did it for Eggsy. 	0
RT @braidsnglasses: My initial reaction to Kingsman 2 has got to be that Elton John stole the whole damn show. My God, talk about comedic r 	0
In other news, went to the Wallace Collection, wandered around Greenwich with @seiyaharris and then we watched Kingsman. 	0
RT @TaronEgerton: Had an awesome time at the Premiere. For those of you asking, the suit was courtesy of @Burberry - thanks guys!   	0
Eso s , Jeff Bridges catando whisky ES LO PUTO MEJOR #Kingsman 	0
@manic_intent I still want to submit for dvpit. Thankfully I didn't get any ficbunnies from kingsman so hopefully I'll finish my book 	0
https://t.co/CCG8uLlHnn #DomainName For Sale: https://t.co/uycadOxb3m 	0
RT @TheEllenShow: I m not telling you to go see #Kingsman just because @ChanningTatum &amp; @HalleBerry are my friends. But they are, in case y 	0
RT @braidsnglasses: Also I have to say that the writing for Kingsman Secret Service was way better than Kingsman Golden circle. 	0
I just got done watching the new Kingsman, good movie but very emotional  	0
Kingsman 2 ? 7/10, un bon film bien dr_le 	0
RT @TaronEgerton: Channeling my inner Eggsy. #Kingsman https://t.co/Z1usji7KTs 	0
KINGSMAN: THE GOLDEN CIRCLE (2017) Pero qu_ les pasa a los cr ticos? Es fabulosa! Va un paso m_s all_ que su pred  https://t.co/7tuctT6PUb 	1
AJ, OJ &amp; Alex take a look at the sequel to the stylish Spy Movie Kingsman! Are the Statesmen cool?  https://t.co/K97j5TwYpI 	0
RT @kai357: Q:  	1
RT @TaronEgerton: Totally casual. Nothing to see here. #Kingsman https://t.co/XJeatF87qT 	0
Honestly the first Kingsman was the most overhyped movie of that year. It was good at best. 	0
I plan on waiting about 4 years before watching this #Kingsman film as well. Didn't particularly merit seeing in theaters 1st time, re-up... 	0
